title,description,link,category
DJELATNIK/CA NA POSLOVIMA ODRŽAVANJA OBJEKTA I ADMINISTRACIJE,"Opis posla: <P>DJELATNIK/CA NA POSLOVIMA ODRŽAVANJA OBJEKTA I ADMINISTRACIJE</P>, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 18.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75085087,Stručnjaci iz područja informatike i tehničkih znanosti
DJELATNIK/CA U PRODAJI KEMIKALIJA,"Opis posla: DJELATNIK/CA U PRODAJI KEMIKALIJA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 19.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=73797365,Stručnjaci iz područja informatike i tehničkih znanosti
RAVNATELJ/RAVNATELJICA,"Opis posla: RAVNATELJ/RAVNATELJICA, Kategorija: DIREKTORI, MENADŽERI I ČELNICI, Rok za prijavu: 10.03.2016, Mjesto rada: KARLOVAC, Općina: KARLOVAC, Županija: KARLOVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75178595,"Direktori, menadžeri i čelnici"
DJELATNIK/CA U SLUŽBI ZA KONTROLU PROMETA I PUTNIČKU PODRŠKU ZA SREDNJU I ISTOČNU EUROPU,"Opis posla: <P>DJELATNIK/CA U SLUŽBI ZA KONTROLU PROMETA I PUTNIČKU PODRŠKU ZA SREDNJU I ISTOČNU EUROPU<BR />
<BR />
&amp;amp;#160;</P>, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 18.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74837627,Stručnjaci iz područja informatike i tehničkih znanosti
DJELATNIK/CA ZA PODRŠKU KORISNICIMA,"Opis posla: DJELATNIK/CA ZA PODRŠKU KORISNICIMA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 04.04.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75225463,Stručnjaci iz područja informatike i tehničkih znanosti
DJELATNIK/ICA NA POSLOVIMA GRAFIČKE PRIPREME,"Opis posla: DJELATNIK/ICA NA POSLOVIMA GRAFIČKE PRIPREME, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 09.03.2016, Mjesto rada: VELIKA GORICA, Općina: VELIKA GORICA, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75152468,Stručnjaci iz područja informatike i tehničkih znanosti
DJELATNIK/ICA U DORADI U TISKARI,"Opis posla: <P>DJELATNIK/ICA U DORADI U TISKARI&amp;amp;#160;</P>, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 15.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=72426334,Stručnjaci iz područja informatike i tehničkih znanosti
DJELATNIK/ICA U GRAFIČKOJ PRIPREMI,"Opis posla: DJELATNIK/ICA U GRAFIČKOJ PRIPREMI, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 11.03.2016, Mjesto rada: SVETI PETAR U ŠUMI, Općina: SVETI PETAR U ŠUMI, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75084286,Stručnjaci iz područja informatike i tehničkih znanosti
DOCENT/ICA,"Opis posla: DOCENT/ICA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 16.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74793567,Stručnjaci iz područja informatike i tehničkih znanosti
DOCENT/ICA,"Opis posla: DOCENT/ICA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 16.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74793338,Stručnjaci iz područja informatike i tehničkih znanosti
DOMAR I POMOĆNI TEHNIČKI RADNIK (M/Ž),"Opis posla: DOMAR I POMOĆNI TEHNIČKI RADNIK (M/Ž), Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 05.03.2016, Mjesto rada: KORČULA, Općina: KORČULA, Županija: DUBROVAČKO-NERETVANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75070019,Stručnjaci iz područja informatike i tehničkih znanosti
DOMAR/KA - PODVORNIK/ICA,"Opis posla: DOMAR/KA - PODVORNIK/ICA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 11.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75209534,Stručnjaci iz područja informatike i tehničkih znanosti
DOMAR/KA-LOŽAČ/ICA,"Opis posla: DOMAR/KA-LOŽAČ/ICA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 10.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75172980,Stručnjaci iz područja informatike i tehničkih znanosti
DRVNI TEHNIČAR/TEHNIČARKA,"Opis posla: POSLOVI DRVNOG TEHNIČARA/TEHNIČARKE., Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 07.03.2016, Mjesto rada: PRESEČNO, Općina: NOVI MAROF, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75176074,Stručnjaci iz područja informatike i tehničkih znanosti
EKSPERT/ICA U ODJELU ZA RAZVOJ I UPRAVLJANJE TELEKOMUNIKACIJSKIM MREŽAMA,"Opis posla: EKSPERT/ICA U ODJELU ZA RAZVOJ I UPRAVLJANJE TELEKOMUNIKACIJSKIM MREŽAMA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 18.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75222483,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTRIČAR/ELEKTRIČARKA U ELEKTROENERGETSKOM POSTROJENJU,"Opis posla: ELEKTRIČAR/ELEKTRIČARKA U ELEKTROENERGETSKOM POSTROJENJU, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 08.03.2016, Mjesto rada: VRBOVSKO, Općina: VRBOVSKO, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74972444,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTRIČAR/KA,"Opis posla: <P>TRAŽIMO MARLJIVE I ORGANIZIRANE RADNIKE ZA RAD U NJEMAČKOJ, UVJET JE KV I ZNANJE NJEMAČKOG JEZIKA. PLAĆANJE JE PREMA NJEMAČKOJ BAP TARIFI UZ POTICAJNE DODATKE, NA UGOVOR O RADU UZ PROBNI ROK. MOŽEMO OSIGURATI SMJEŠTAJ PO PRIHVATLJIVOJ CIJENI,&amp;amp;#160;POBRINEMO SE ZA POTREBNE PRIJAVE I UVOĐENJE U POSAO PRVI DAN POSLA.PODUZEĆE SCHANZER POSAO D. O. O. ZA POSREDOVANJE U ZAPOŠLJAVANJU;IMA ISHODOVANO RJEŠENJE MINISTARSTVA RADA I MIROVINSKOG SUSTAVA, KLASA: UP/I-102-02/15-03/34</P>, Kategorija:",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74177407,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTRIČAR/KA,"Opis posla: ELEKTRIČAR/KA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 08.03.2016, Mjesto rada: FAŽANA-FASANA, Općina: FAŽANA-FASANA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75105313,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTRIČAR/KA-ELEKTROTEHNIČAR/KA ZA TERENSKE INTERVENCIJE,"Opis posla: ELEKTRIČAR/KA-ELEKTROTEHNIČAR/KA ZA TERENSKE INTERVENCIJE, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 07.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74280483,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTROINSTALATER,"Opis posla: <P>ELEKTROINSTALATERA/ELEKTRIČARA/ELEKTROTEHNIČARA/ELEKTROMEHANIČARA ZA RAD NA ODRŽAVANJU JAVNE RASVJETE I ELEKTROINSTALACIJAMA TRAŽIM ZA RAD NA PODRUČJU MAKARSKE RIVIJERE, PO MOGUĆNOSTI SA ISKUSTVOM, ALI MOGUĆE I BEZ.</P>, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 15.03.2016, Mjesto rada: MAKARSKA, Općina: MAKARSKA, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75085316,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTROINŽENJER/ELEKTROINŽENJERKA,"Opis posla: ELEKTROINŽENJER/ELEKTROINŽENJERKA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 22.03.2016, Mjesto rada: DONJA STUBICA, Općina: DONJA STUBICA, Županija: KRAPINSKO-ZAGORSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75027162,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTROINŽENJER/ELEKTROINŽENJERKA AUTOMATIZACIJE,"Opis posla: ELEKTROINŽENJER/ELEKTROINŽENJERKA AUTOMATIZACIJE, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 19.03.2016, Mjesto rada: KNEŽEVI VINOGRADI, Općina: KNEŽEVI VINOGRADI, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74105559,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTRONIČAR (M/Ž),"Opis posla: ELEKTRONIČAR (M/Ž), Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 31.03.2016, Mjesto rada: VUKOVAR, Općina: VUKOVAR, Županija: VUKOVARSKO-SRIJEMSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74946031,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTRONIČAR/KA - MEHANIČAR/KA,"Opis posla: ELEKTRONIČAR/KA - MEHANIČAR/KA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 10.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74883235,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTROTEHNIČAR (M/Ž),"Opis posla: ELEKTROTEHNIČAR (M/Ž), Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 31.03.2016, Mjesto rada: VUKOVAR, Općina: VUKOVAR, Županija: VUKOVARSKO-SRIJEMSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74946890,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTROTEHNIČAR (M/Ž),"Opis posla: <BR />, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 10.03.2016, Mjesto rada: GORNJA STUBICA, Općina: GORNJA STUBICA, Županija: KRAPINSKO-ZAGORSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74941333,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTROTEHNIČAR (M/Ž),"Opis posla: ELEKTROTEHNIČAR, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 09.03.2016, Mjesto rada: DUBRAVA KOD ŠIBENIKA, Općina: ŠIBENIK, Županija: ŠIBENSKO-KNINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75161406,Stručnjaci iz područja informatike i tehničkih znanosti
"ELEKTROTEHNIČAR, ELEKTROINSTALATER","Opis posla: <P>RAD NA JAKOJ I SLABOJ STRUJI PO GRADILIŠTIMA U DUBROVNIKU I ZRAČNOJ LUCI DUBROVNIK.</P>
<P>&amp;amp;#160;</P>, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 01.05.2016, Mjesto rada: DUBROVNIK, Općina: DUBROVNIK, Županija: DUBROVAČKO-NERETVANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75184896,Stručnjaci iz područja informatike i tehničkih znanosti
ELEKTROTEHNIČAR-ELEKTROMONTER   M/Ž,"Opis posla: ...., Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 28.03.2016, Mjesto rada: NJEMAČKA, Općina: NJEMAČKA, Županija: NJEMAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=73171638,Stručnjaci iz područja informatike i tehničkih znanosti
FRIGOMEHANIČAR/FRIGOMEHANIČARKA,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 25.03.2016, Mjesto rada: CRIKVENICA, Općina: CRIKVENICA, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75132128,Stručnjaci iz područja informatike i tehničkih znanosti
FRIGOMEHANIČAR/FRIGOMEHANIČARKA,"Opis posla: FRIGOMEHANIČAR/FRIGOMEHANIČARKA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 25.03.2016, Mjesto rada: BELI MANASTIR, Općina: BELI MANASTIR, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75126971,Stručnjaci iz područja informatike i tehničkih znanosti
FRIGOMEHANIČAR/FRIGOMEHANIČARKA,"Opis posla: FRIGOMEHANIČAR/FRIGOMEHANIČARKA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 14.03.2016, Mjesto rada: ZADAR, Općina: ZADAR, Županija: ZADARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74483941,Stručnjaci iz područja informatike i tehničkih znanosti
FRIGOMEHANIČAR/FRIGOMEHANIČARKA,"Opis posla: FRIGOMEHANIČAR/FRIGOMEHANIČARKA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 14.03.2016, Mjesto rada: DUBROVNIK, Općina: DUBROVNIK, Županija: DUBROVAČKO-NERETVANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74679548,Stručnjaci iz područja informatike i tehničkih znanosti
FRIGOMEHANIČAR/FRIGOMEHANIČARKA,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 25.03.2016, Mjesto rada: POREČ-PARENZO, Općina: POREČ-PARENZO, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75132758,Stručnjaci iz područja informatike i tehničkih znanosti
FRIGOMEHANIČAR/FRIGOMEHANIČARKA,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 25.03.2016, Mjesto rada: UMAG-UMAGO, Općina: UMAG-UMAGO, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75132930,Stručnjaci iz područja informatike i tehničkih znanosti
FRIGOMEHANIČAR/FRIGOMEHANIČARKA,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 25.03.2016, Mjesto rada: RIJEKA, Općina: RIJEKA, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75130982,Stručnjaci iz područja informatike i tehničkih znanosti
GEODET/DIPL.ING. GEODEZIJE (M/Ž),"Opis posla: GEODET/DIPL.ING. GEODEZIJE (M/Ž), Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 08.03.2016, Mjesto rada: SISAK, Općina: SISAK, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75123132,Stručnjaci iz područja informatike i tehničkih znanosti
GEODETSKI TEHNIČAR - STRUČNO OSPOSOBLJAVANJE (M/Ž),"Opis posla: <P>GEODETSKI POSLOVI</P>, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 08.03.2016, Mjesto rada: VALPOVO, Općina: VALPOVO, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75191142,Stručnjaci iz područja informatike i tehničkih znanosti
GEODETSKI/A TEHNIČAR/KA,"Opis posla: GEODETSKI/A TEHNIČAR/KA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 22.03.2016, Mjesto rada: VELIKO POLJE, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74908789,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI INŽENJER/GRAĐEVINSKA INŽENJERKA,"Opis posla: GRAĐEVINSKI INŽENJER/GRAĐEVINSKA INŽENJERKA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 11.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74943739,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI INŽENJER/KA,"Opis posla: IZRADA TROŠKOVNIKA, PONUDA I ENERGETSKIH OBNOVA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 16.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=73629431,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI INŽENJER/KA NISKOGRADNJE,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 11.03.2016, Mjesto rada: KLINČA SELA, Općina: KLINČA SELA, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74714613,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI POSLOVOĐA/GRAĐEVINSKA POSLOVOTKINJA,"Opis posla: GRAĐEVINSKI POSLOVOĐA/GRAĐEVINSKA POSLOVOTKINJA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 30.03.2016, Mjesto rada: IVANIĆ GRAD, Općina: IVANIĆ-GRAD, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75235547,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI TEHNIČAR / GRAĐEVINSKA TEHNIČARKA,"Opis posla: GRAĐEVINSKI TEHNIČAR / GRAĐEVINSKA TEHNIČARKA<BR />
<BR />
MONTAŽA OPREME ZA TRGOVINU,<BR />
IZRADA TLOCRTA, IZMJERE PROSTORA, <BR />, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 07.03.2016, Mjesto rada: VIŠKOVO, Općina: VIŠKOVO, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74834934,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI TEHNIČAR / TEHNIČARKA,"Opis posla: GRAĐEVINSKI TEHNIČAR / TEHNIČARKA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 10.03.2016, Mjesto rada: SISAK, Općina: SISAK, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75200940,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI TEHNIČAR M/Ž,"Opis posla: GRAĐEVINSKI TEHNIČAR M/Ž, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 08.03.2016, Mjesto rada: VINKOVCI, Općina: VINKOVCI, Županija: VUKOVARSKO-SRIJEMSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75143243,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI TEHNIČAR/GRAĐEVINSKA TEHNIČARKA,"Opis posla: GRAĐEVINSKI TEHNIČAR/GRAĐEVINSKA TEHNIČARKA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 05.03.2016, Mjesto rada: DONJA BISTRA, Općina: BISTRA, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75089557,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI TEHNIČAR/GRAĐEVINSKA TEHNIČARKA VISOKOGRADNJE,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 04.04.2016, Mjesto rada: NJEMAČKA, Općina: NJEMAČKA, Županija: NJEMAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74595782,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI TEHNIČAR/GRAĐEVINSKA TEHNIČARKA-POSLOVOĐA/POSLOVOTKINJA,"Opis posla: GRAĐEVINSKI TEHNIČAR/GRAĐEVINSKA TEHNIČARKA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 31.03.2016, Mjesto rada: GORIČAN, Općina: GORIČAN, Županija: MEĐIMURSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=72355918,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI TEHNIČAR/KA,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 11.03.2016, Mjesto rada: KLINČA SELA, Općina: KLINČA SELA, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74717306,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI/KA INŽENJER/KA,"Opis posla: GRAĐEVINSKI/KA INŽENJER/KA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 10.03.2016, Mjesto rada: VELIKA OSTRNA, Općina: DUGO SELO, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74961329,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKI/KA INŽENJER/KA,"Opis posla: GRAĐEVINSKI/KA INŽENJER/KA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 10.03.2016, Mjesto rada: VELIKA OSTRNA, Općina: DUGO SELO, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74961615,Stručnjaci iz područja informatike i tehničkih znanosti
GRAĐEVINSKO-ADMINISTRATIVNI DJELATNIK / DJELATNICA,"Opis posla: GRAĐEVINSKO-ADMINISTRATIVNI DJELATNIK / DJELATNICA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 11.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74986138,Stručnjaci iz područja informatike i tehničkih znanosti
GRAFIČAR / GRAFIČARKA,"Opis posla: GRAFIČAR / GRAFIČARKA, Kategorija: STRUČNJACI IZ PODRUČJA INFORMATIKE I TEHNIČKIH ZNANOSTI, Rok za prijavu: 08.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75074259,Stručnjaci iz područja informatike i tehničkih znanosti
